model,setup,lgbm_auroc,lgbm_auprc,gru_auroc,gru_auprc,timestamp
locf,sota,0.8566163604549433,0.2382948150299032,0.9171888670166228,0.28786333322751373,2026-02-26T15:50:44.090613
