model,setup,lgbm_auroc,lgbm_auprc,gru_auroc,gru_auprc,timestamp
gpvae,handpicked,0.8428728673637863,0.13954022813164196,0.8598972665565952,0.16409745644581827,2026-02-24T17:09:50.504693
