model,setup,lgbm_auroc,lgbm_auprc,gru_auroc,gru_auprc,timestamp
linear_interp,handpicked,0.8567541123952792,0.18169963688606794,0.8777227420045252,0.22578788066317898,2026-02-24T17:09:10.748039
