model,setup,lgbm_auroc,lgbm_auprc,gru_auroc,gru_auprc,timestamp
timesfm,sota,0.859831583552056,0.17839799749238533,0.88251312335958,0.2168323345695203,2026-02-26T16:04:01.264561
