model,setup,lgbm_auroc,lgbm_auprc,gru_auroc,gru_auprc,timestamp
mean,sota,0.8705517279090114,0.18593664360291529,0.9111575896762905,0.27693380599242967,2026-02-26T15:27:49.038440
