model,setup,lgbm_auroc,lgbm_auprc,gru_auroc,gru_auprc,timestamp
linear_interp,sota,0.8727061461067367,0.22840070826459874,0.9108404418197725,0.25886161388408285,2026-02-26T15:50:40.731060
