model,setup,lgbm_auroc,lgbm_auprc,gru_auroc,gru_auprc,timestamp
brits,sota,0.8823928258967629,0.21503410969115708,0.9224272747156606,0.33921963456469184,2026-02-26T15:56:02.750846
