model,setup,lgbm_auroc,lgbm_auprc,gru_auroc,gru_auprc,timestamp
saits_sapbert,sota,0.8488681102362206,0.18948748040288652,0.8747785433070866,0.24967828095218517,2026-02-24T12:16:04.163977
