model,setup,lgbm_auroc,lgbm_auprc,gru_auroc,gru_auprc,timestamp
saits_vanilla,sota,0.7387576552930882,0.11237790495663644,0.8903051181102362,0.27303045946785837,2026-02-27T13:47:27.616906
