model,setup,lgbm_auroc,lgbm_auprc,gru_auroc,gru_auprc,timestamp
locf,handpicked,0.8360942946248395,0.17178655074093696,0.8835114352106648,0.23154629531542253,2026-02-24T17:09:09.699593
