model,setup,lgbm_auroc,lgbm_auprc,gru_auroc,gru_auprc,timestamp
sssd,sota,0.81811843832021,0.20008935147588022,0.8734333989501313,0.2052820800143926,2026-02-24T17:08:38.720751
