model,setup,lgbm_auroc,lgbm_auprc,gru_auroc,gru_auprc,timestamp
mrnn,sota,0.8601897419072615,0.25531071667954386,0.9210356517935258,0.297897548792103,2026-02-26T15:55:33.463614
