model,setup,lgbm_auroc,lgbm_auprc,gru_auroc,gru_auprc,timestamp
saits,sota,0.8488681102362206,0.18948748040288652,0.8774524278215222,0.27792055810425836,2026-02-24T11:54:23.610724
