model,setup,lgbm_auroc,lgbm_auprc,gru_auroc,gru_auprc,timestamp
sssd,handpicked,0.7997362869198313,0.09501724198304279,0.8808521372225279,0.16947304525944357,2026-02-24T23:24:11.530228
