model,setup,lgbm_auroc,lgbm_auprc,gru_auroc,gru_auprc,timestamp
brits_kgi,sota,0.8823928258967629,0.21503410969115708,0.8776027996500437,0.2753011698924375,2026-02-26T15:31:55.120691
