model,setup,lgbm_auroc,lgbm_auprc,gru_auroc,gru_auprc,timestamp
mean,handpicked,0.8452241178988564,0.13282908567692728,0.8462789702195316,0.17132825331822787,2026-02-24T12:17:07.376426
