model,setup,lgbm_auroc,lgbm_auprc,gru_auroc,gru_auprc,timestamp
brits_kgi,handpicked,0.7908860759493671,0.059544570896063694,0.7389873417721519,0.05006778468595014,2026-03-03T12:11:48.087052
