model,setup,lgbm_auroc,lgbm_auprc,gru_auroc,gru_auprc,timestamp
mrnn_kgi,sota,0.8650426509186352,0.23733280059410944,0.9042869641294838,0.2857355980338371,2026-02-26T15:30:03.661910
